idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
4330,42,not white,single,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,union,5.2334948,40,17.423077,14.5
4334,41,not white,married,0,15,college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,6.1916251,40,16.967949,14.25
4335,35,not white,married,0,11,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5.5394502,40,7.4038463,1.0833334
4338,42,not white,married,0,9,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.6682744,40,14.942307,8.666667
4340,44,not white,single,1,10,not college grad,1,SMSA,1,Professional Services,Managers/admin,nonunion,3.37359,40,20.839743,1.4166666
4342,40,not white,single,1,16,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,14.750395,42,14.884616,8.083333
4343,41,not white,single,1,4,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,3.156198,37,8.051281,1.9166666
4345,36,not white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,8.9613504,38,14.173077,11.333333
4346,45,not white,single,0,18,college grad,1,SMSA,1,Professional Services,Sales,nonunion,10.32206,45,16.583334,15.833333
4350,35,white,married,0,16,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,10.531395,50,13.538462,12.833333
4351,40,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,7.1980634,40,17.27564,17.25
4352,42,white,married,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,3.7198057,45,12.487179,1.3333334
4354,35,not white,single,0,16,college grad,1,SMSA,1,Professional Services,Professional/technical,,38.709259,40,14.326923,4.9166665
4356,43,white,married,0,12,not college grad,1,SMSA,1,Transport/Comm/Utility,,nonunion,12.431557,40,19.615385,19.583334
4357,38,white,married,0,14,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,11.030594,40,19.301283,1.4166666
4360,42,white,single,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,union,8.0515299,40,20.365385,1.3333334
4361,45,white,married,0,9,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6.8438005,40,15.211538,12.5
4363,39,white,married,0,17,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,9.29146,40,12.01282,6.8333335
4364,37,white,married,0,14,not college grad,1,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,2.3107882,45,11.980769,1.5833334
4365,42,white,married,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Craftsmen,nonunion,4.9597421,45,8.1730766,0
4367,38,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.9726219,40,14.211538,9.666667
4369,40,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.0515299,4,8.9743586,4.75
4376,35,white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.5330095,40,13.429487,1.5833334
4378,42,white,single,1,16,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,9.7584505,40,17.923077,6.5
4381,43,white,married,0,15,not college grad,1,nonSMSA,0,Professional Services,Other,nonunion,8.5185146,40,12.108974,6.9166665
4382,42,not white,single,0,9,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,5.7246356,40,17.423077,11.75
4383,38,not white,single,0,14,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,5.5394502,40,15.794871,15.75
4384,41,not white,single,0,10,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,2.6972613,58,9.833334,0
4386,43,not white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Craftsmen,nonunion,8.3798876,40,21.070513,11.083333
4388,37,not white,married,0,11,not college grad,0,SMSA,0,Professional Services,Laborers,union,4.0551829,40,12.435898,7.4166665
4389,41,not white,married,0,14,not college grad,1,nonSMSA,0,Professional Services,Craftsmen,nonunion,5.5233469,40,13.865385,13.666667
4393,39,white,married,0,15,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.5024142,40,15.288462,9.25
4394,36,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,2.2141707,38,11.551282,
4395,41,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.0128825,40,4.4423079,.41666666
4397,40,white,married,0,18,college grad,0,SMSA,1,Professional Services,Other,,3.4280922,40,16.070515,2
4405,36,white,married,0,7,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,3.3444817,40,5.7884617,.5
4407,40,not white,married,0,11,not college grad,1,nonSMSA,0,Professional Services,Operatives,,3.3444817,20,15.057693,1.0833334
4408,38,white,married,0,14,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,,7.9013362,40,9.6730766,.25
4409,35,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.2270532,35,10,9.166667
4411,44,not white,single,1,8,not college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farm laborers,nonunion,1.8115942,40,16.993589,13.25
4413,41,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.9194822,40,21,21
4419,36,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,5.0322061,40,10.910257,4.3333335
4420,43,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,3.0998378,50,13.903846,5.3333335
4426,36,not white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,2.801002,40,11.576923,.5
4428,39,not white,married,0,12,not college grad,1,SMSA,1,Public Administration,,nonunion,4.1787429,40,8.5320511,7.25
4429,37,not white,married,0,11,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,7.3510447,40,14.538462,9.083333
4435,35,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,7.8985486,50,17.371796,9.75
4437,41,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,,5.2257524,40,15.52564,.83333331
4438,42,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.777777,40,10.871795,0
4439,42,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,17.616739,8,8.6923075,0
4441,42,not white,married,0,6,not college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farm laborers,union,3.4541039,35,6.4038458,1.0833334
4442,40,not white,married,0,7,not college grad,1,nonSMSA,0,,Farm laborers,nonunion,3.0434775,40,7.5,1.25
4443,39,not white,married,0,9,not college grad,1,nonSMSA,0,,Farm laborers,nonunion,3.0193238,40,5.8653846,1
4445,35,not white,single,0,8,not college grad,1,nonSMSA,0,Ag/Forestry/Fisheries,Farm laborers,nonunion,2.6972613,40,3.6153848,1.0833334
4446,43,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,1.3929143,80,12.25,1.5833334
4450,38,not white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,union,7.4074059,35,16.423077,13.25
4454,39,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.9307563,35,7.7884612,.5
4458,44,not white,married,0,7,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.0257649,34,17.993591,15.833333
4460,36,not white,single,1,12,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,4.5330095,40,14.230769,5.75
4461,35,not white,single,1,12,not college grad,0,SMSA,1,Personal Services,Operatives,,5.7795668,40,3.2884614,.83333331
4462,39,not white,single,1,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.0917859,38,15.384615,2.9166667
4464,34,not white,married,0,13,not college grad,1,SMSA,0,Manufacturing,Clerical/unskilled,,7.648953,20,8.4230766,.5
4465,43,not white,single,0,7,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,2.6972613,40,22.891027,1.4166666
4466,44,not white,single,0,12,not college grad,1,nonSMSA,0,Personal Services,Transport,,1.7976586,40,15.243589,1.25
4470,37,not white,married,0,12,not college grad,1,nonSMSA,0,Personal Services,Laborers,nonunion,2.8180354,60,11.942307,1.9166666
4473,43,white,single,0,14,not college grad,1,nonSMSA,0,Manufacturing,Clerical/unskilled,nonunion,6.2709026,40,11.525642,4.8333335
4474,34,not white,married,0,15,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,4.0257649,40,10.153847,.083333336
4478,39,white,married,0,17,college grad,1,SMSA,0,Professional Services,Other,nonunion,7.479866,60,18.01923,9.833333
4480,39,white,single,0,11,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,3.3091762,62,6.0576925,2.25
4481,38,white,married,0,7,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2.0531394,60,3.1666667,.083333336
4484,37,not white,single,0,14,not college grad,0,SMSA,1,Wholesale/Retail Trade,Laborers,,4.0257649,15,13.423077,.41666666
4485,35,not white,married,0,13,not college grad,0,SMSA,0,Manufacturing,Craftsmen,union,12.230271,52,13.230769,5.0833335
4488,37,white,single,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,6.8438005,40,14.858974,9.333333
4490,43,white,single,0,15,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,25.161034,40,21.77564,21.75
4492,41,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,4.0338149,40,8.6987181,1.6666666
4494,35,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,6.0869551,40,11.358974,3.25
4501,40,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.3397741,60,15.903846,1.9166666
4502,44,white,married,0,13,not college grad,1,SMSA,0,Construction,Clerical/unskilled,,5.0322061,40,6.2115383,4
4508,35,not white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,3.220612,30,6.1730771,.83333331
4510,34,white,single,0,12,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,union,14.516907,40,12.205129,9.416667
4512,43,white,married,0,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2.6972613,60,4.9038463,1.6666666
4513,39,not white,single,1,13,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.3574865,30,16.5,1.8333334
4518,40,not white,single,0,14,not college grad,1,nonSMSA,0,Professional Services,Managers/admin,nonunion,6.3526568,38,16.01923,13.25
4519,40,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,,7.648953,40,12.038462,7.25
4520,39,white,married,0,6,not college grad,1,nonSMSA,0,Business/Repair Svc,Service,nonunion,6.0386477,40,12.410255,8.5
4527,35,not white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,2.8985493,40,6.25,1.8333334
4530,37,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Managers/admin,nonunion,9.29146,50,12.23718,8.416667
4531,37,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.801002,36,7.3653846,1.3333334
4532,40,not white,married,0,12,not college grad,1,SMSA,0,Personal Services,Operatives,nonunion,5.5394502,40,15.564102,.083333336
4533,42,not white,single,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,7.7455678,40,18.179487,8.416667
4536,43,white,married,0,17,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,9.8067579,45,17.634615,13.583333
4538,39,not white,married,0,9,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.9855046,40,4.3653846,2.8333333
4539,43,not white,married,0,0,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.9264214,40,5.4615383,.91666669
4541,40,white,married,0,13,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,6.5056314,60,11.75,.25
4542,39,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,4.8274837,40,15.243589,2.75
4543,37,white,single,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,13.550715,40,13.557693,1.1666666
4544,38,white,married,0,16,college grad,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,2.7173913,60,7.4038463,.083333336
4545,36,not white,single,0,11,not college grad,0,SMSA,0,Manufacturing,Sales,,8.7095871,40,16.243589,2.3333333
4546,44,not white,married,0,11,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,5.7970986,40,14.730769,6.0833335
4547,39,not white,single,0,11,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,6.0386477,40,14.897436,1.0833334
4548,35,not white,married,0,9,not college grad,1,SMSA,1,Construction,Sales,nonunion,2.8019321,40,10.423077,5.8333335
4549,41,white,married,0,15,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,11.10854,40,15.576923,.75
4550,44,white,married,0,10,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,2.9790654,23,1.7948719,.25
4551,45,white,single,1,18,college grad,1,SMSA,0,Professional Services,Other,union,15.09662,40,19.673077,3.4166667
4553,44,white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,4.6296296,40,15.480769,1.8333334
4555,34,white,married,0,17,college grad,1,SMSA,1,Wholesale/Retail Trade,Professional/technical,nonunion,14.130424,40,12.032051,2.8333333
4556,41,white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Sales,nonunion,8.7117558,38,19.423075,17.166666
4562,43,white,married,0,13,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,4.0257649,10,10.628205,5.3333335
4564,39,white,single,1,12,not college grad,1,SMSA,0,Manufacturing,Laborers,,3.3444817,40,14.730769,1.75
4567,40,white,married,0,11,not college grad,1,nonSMSA,0,Manufacturing,Craftsmen,nonunion,6.5056314,50,12.012821,5.8333335
4569,42,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.1207705,38,11.730769,10.416667
4571,38,not white,single,0,18,college grad,1,nonSMSA,0,Public Administration,Other,nonunion,11.610305,40,14.596154,13.916667
4573,41,not white,married,0,13,not college grad,1,nonSMSA,0,Professional Services,Laborers,union,6.0305943,40,18.782053,18.75
4574,37,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,6.2238321,40,14.865384,9.916667
4577,39,white,married,0,9,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.0322061,40,8.0384617,5
4578,41,white,married,0,16,college grad,1,nonSMSA,0,Professional Services,Other,,3.8739052,24,10.25,1.5
4580,38,white,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,,3.9049909,38,13.557693,7.0833335
4583,44,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.6360707,40,13.884615,13.833333
4586,38,not white,married,0,17,college grad,0,SMSA,1,Public Administration,Managers/admin,nonunion,16.739124,50,17.75,10.666667
4589,34,not white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,union,3.7625415,40,9.6858978,.25
4590,41,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,11.215775,58,9.4423075,2
4591,40,white,single,0,14,not college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,9.7826052,40,8.1410255,4.25
4592,39,white,married,0,12,not college grad,1,nonSMSA,0,Public Administration,Sales,union,10.942026,46,11.692307,10.083333
4597,38,not white,single,1,13,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,union,9.9597387,38,18.916666,18.916666
4599,44,white,married,0,10,not college grad,0,SMSA,0,Professional Services,Laborers,union,4.3961344,30,5.4230771,5
4600,41,white,single,0,11,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.3156176,56,9.9038458,1.6666666
4601,42,white,single,1,18,college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,28.647333,40,15.230768,9.5
4602,36,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,nonunion,9.1889629,35,12.397437,5.5
4603,41,not white,married,0,8,not college grad,1,nonSMSA,0,Personal Services,Laborers,,4.1806021,40,11.346153,.16666667
4604,38,not white,married,0,16,college grad,1,nonSMSA,0,Professional Services,Laborers,,4.3547926,24,16.391026,10.5
4606,35,not white,married,0,12,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,union,5.0322061,40,10.192307,.25
4607,41,not white,married,0,11,not college grad,1,nonSMSA,0,Transport/Comm/Utility,Service,union,8.9452448,45,15.25,2.0833333
4611,36,not white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,5.5314002,40,6.0128207,4.25
4613,39,white,single,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.6838422,30,5.3269234,4.9166665
4614,40,not white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,7.5581369,40,14.929487,8.583333
4620,40,not white,married,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,5.6360707,40,10.384615,2.8333333
4621,38,not white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4.7342973,40,14.044871,2.0833333
4625,40,not white,single,1,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,6.2721395,40,17.967949,5.5
4628,42,not white,married,0,10,not college grad,0,SMSA,1,Personal Services,Operatives,,3.2399664,40,13.153846,5.25
4629,35,not white,single,0,16,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,7.9388032,40,13.307693,10.583333
4632,42,not white,married,0,13,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,4.0660219,40,14.807693,10.833333
4634,35,not white,single,0,15,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,10.064413,40,15.083333,15.083333
